1992,1,1,632.37
1992,1,2,638.61
1992,1,3,632.58
1992,1,4,638.07
1992,1,5,638.07
1992,1,6,638.07
1992,1,7,638.07
1992,1,8,638.17
1992,1,9,638.61
1992,1,10,637.86
1992,1,11,645.04
1992,1,12,645.04
1992,1,13,645.04
1992,1,14,659.74
1992,1,15,657.49
1992,1,16,653.45
1992,1,17,652.91
1992,1,18,645.35
1992,1,19,645.35
1992,1,20,645.35
1992,1,21,645.97
1992,1,22,647.04
1992,1,23,647.01
1992,1,24,647.01
1992,1,25,644.83
1992,1,26,644.83
1992,1,27,644.83
1992,1,28,645.53
1992,1,29,645.20
1992,1,30,644.04
1992,1,31,644.27
1992,2,1,640.52
1992,2,2,640.52
1992,2,3,640.52
1992,2,4,640.52
1992,2,5,638.01
1992,2,6,637.65
1992,2,7,636.90
1992,2,8,635.34
1992,2,9,635.34
1992,2,10,635.34
1992,2,11,634.74
1992,2,12,634.59
1992,2,13,634.67
1992,2,14,635.60
1992,2,15,634.74
1992,2,16,634.74
1992,2,17,634.74
1992,2,18,635.66
1992,2,19,635.21
1992,2,20,634.93
1992,2,21,633.31
1992,2,22,633.03
1992,2,23,633.03
1992,2,24,633.03
1992,2,25,633.55
1992,2,26,633.74
1992,2,27,634.06
1992,2,28,633.91
1992,2,29,636.54
1992,3,1,636.54
1992,3,2,636.54
1992,3,3,640.95
1992,3,4,636.05
1992,3,5,635.86
1992,3,6,636.73
1992,3,7,636.22
1992,3,8,636.22
1992,3,9,636.22
1992,3,10,635.88
1992,3,11,639.78
1992,3,12,639.38
1992,3,13,641.29
1992,3,14,642.00
1992,3,15,642.00
1992,3,16,642.00
1992,3,17,644.13
1992,3,18,643.83
1992,3,19,642.59
1992,3,20,641.53
1992,3,21,640.37
1992,3,22,640.37
1992,3,23,640.37
1992,3,24,640.37
1992,3,25,642.00
1992,3,26,641.81
1992,3,27,641.22
1992,3,28,647.24
1992,3,29,647.24
1992,3,30,647.24
1992,3,31,641.59
1992,4,1,641.98
1992,4,2,645.14
1992,4,3,644.77
1992,4,4,643.11
1992,4,5,643.11
1992,4,6,643.11
1992,4,7,645.73
1992,4,8,643.98
1992,4,9,644.61
1992,4,10,646.50
1992,4,11,647.28
1992,4,12,647.28
1992,4,13,647.28
1992,4,14,649.48
1992,4,15,655.66
1992,4,16,657.97
1992,4,17,657.97
1992,4,18,657.97
1992,4,19,657.97
1992,4,20,657.97
1992,4,21,655.32
1992,4,22,652.57
1992,4,23,651.48
1992,4,24,650.24
1992,4,25,651.36
1992,4,26,651.36
1992,4,27,651.36
1992,4,28,650.31
1992,4,29,651.95
1992,4,30,653.83
1992,5,1,653.58
1992,5,2,653.58
1992,5,3,653.58
1992,5,4,653.58
1992,5,5,653.10
1992,5,6,653.70
1992,5,7,654.74
1992,5,8,656.40
1992,5,9,657.91
1992,5,10,657.91
1992,5,11,657.91
1992,5,12,658.52
1992,5,13,660.57
1992,5,14,660.88
1992,5,15,663.43
1992,5,16,663.58
1992,5,17,663.58
1992,5,18,663.58
1992,5,19,663.75
1992,5,20,664.50
1992,5,21,663.10
1992,5,22,662.60
1992,5,23,662.11
1992,5,24,662.11
1992,5,25,662.11
1992,5,26,662.15
1992,5,27,660.46
1992,5,28,660.16
1992,5,29,660.99
1992,5,30,664.37
1992,5,31,664.37
1992,6,1,664.37
1992,6,2,664.37
1992,6,3,666.11
1992,6,4,664.30
1992,6,5,666.47
1992,6,6,664.36
1992,6,7,664.36
1992,6,8,664.36
1992,6,9,665.91
1992,6,10,665.92
1992,6,11,667.96
1992,6,12,667.52
1992,6,13,669.55
1992,6,14,669.55
1992,6,15,669.55
1992,6,16,671.36
1992,6,17,675.76
1992,6,18,680.17
1992,6,19,678.25
1992,6,20,683.37
1992,6,21,683.37
1992,6,22,683.37
1992,6,23,683.37
1992,6,24,690.08
1992,6,25,699.09
1992,6,26,701.83
1992,6,27,697.57
1992,6,28,697.57
1992,6,29,697.57
1992,6,30,697.57
1992,7,1,695.36
1992,7,2,694.43
1992,7,3,693.71
1992,7,4,693.40
1992,7,5,693.40
1992,7,6,693.40
1992,7,7,696.12
1992,7,8,695.65
1992,7,9,699.01
1992,7,10,703.74
1992,7,11,708.72
1992,7,12,708.72
1992,7,13,708.72
1992,7,14,720.47
1992,7,15,719.15
1992,7,16,717.45
1992,7,17,717.70
1992,7,18,715.11
1992,7,19,715.11
1992,7,20,715.11
1992,7,21,715.11
1992,7,22,710.91
1992,7,23,707.96
1992,7,24,699.73
1992,7,25,699.68
1992,7,26,699.68
1992,7,27,699.68
1992,7,28,701.66
1992,7,29,701.89
1992,7,30,702.02
1992,7,31,705.14
1992,8,1,702.52
1992,8,2,702.52
1992,8,3,702.52
1992,8,4,701.82
1992,8,5,698.84
1992,8,6,695.32
1992,8,7,694.25
1992,8,8,694.25
1992,8,9,694.25
1992,8,10,694.25
